timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
0,0,,Non HTTP response code: java.lang.Error,Non HTTP response message: Problem parsing the log file,Thread Group 1-1,text,false,,603,0,1,1,null,0,0,0
