timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1561733147394,5,HTTP Request,200,OK,Thread Group 1-16,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147397,4,HTTP Request,200,OK,Thread Group 1-17,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147399,4,HTTP Request,200,OK,Thread Group 1-16,text,true,,12602,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147401,4,HTTP Request,200,OK,Thread Group 1-17,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147403,3,HTTP Request,200,OK,Thread Group 1-16,text,true,,12603,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147405,3,HTTP Request,200,OK,Thread Group 1-17,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147407,3,HTTP Request,200,OK,Thread Group 1-16,text,true,,12604,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147408,4,HTTP Request,200,OK,Thread Group 1-17,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147410,4,HTTP Request,200,OK,Thread Group 1-16,text,true,,12603,118,3,3,http://127.0.0.1:9090/,4,0,0
1561733147412,5,HTTP Request,200,OK,Thread Group 1-17,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147412,5,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147417,4,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147417,4,HTTP Request,200,OK,Thread Group 1-17,text,true,,12602,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147421,5,HTTP Request,200,OK,Thread Group 1-17,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,1
1561733147421,5,HTTP Request,200,OK,Thread Group 1-18,text,true,,12604,118,2,2,http://127.0.0.1:9090/,5,0,1
1561733147426,5,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,3,3,http://127.0.0.1:9090/,5,0,0
1561733147426,5,HTTP Request,200,OK,Thread Group 1-17,text,true,,12604,118,3,3,http://127.0.0.1:9090/,5,0,0
1561733147429,4,HTTP Request,200,OK,Thread Group 1-19,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147431,4,HTTP Request,200,OK,Thread Group 1-18,text,true,,12602,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147433,4,HTTP Request,200,OK,Thread Group 1-19,text,true,,12604,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147435,3,HTTP Request,200,OK,Thread Group 1-18,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147438,3,HTTP Request,200,OK,Thread Group 1-19,text,true,,12604,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147438,4,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,1
1561733147441,3,HTTP Request,200,OK,Thread Group 1-19,text,true,,12604,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147442,3,HTTP Request,200,OK,Thread Group 1-18,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147445,3,HTTP Request,200,OK,Thread Group 1-19,text,true,,12603,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147445,4,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,1
1561733147448,3,HTTP Request,200,OK,Thread Group 1-19,text,true,,12603,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147449,3,HTTP Request,200,OK,Thread Group 1-18,text,true,,12603,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147451,4,HTTP Request,200,OK,Thread Group 1-19,text,true,,12602,118,1,1,http://127.0.0.1:9090/,4,0,1
1561733147455,4,HTTP Request,200,OK,Thread Group 1-19,text,true,,12604,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147457,3,HTTP Request,200,OK,Thread Group 1-20,text,true,,12604,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147459,3,HTTP Request,200,OK,Thread Group 1-19,text,true,,12603,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147460,4,HTTP Request,200,OK,Thread Group 1-20,text,true,,12604,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147462,5,HTTP Request,200,OK,Thread Group 1-19,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,1
1561733147464,5,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,1,1,http://127.0.0.1:9090/,5,0,0
1561733147469,3,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,1,1,http://127.0.0.1:9090/,3,0,0
1561733147472,3,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,1,1,http://127.0.0.1:9090/,3,0,0
1561733147475,3,HTTP Request,200,OK,Thread Group 1-20,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147478,4,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,1
1561733147479,3,HTTP Request,200,OK,Thread Group 1-21,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
1561733147482,5,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147482,5,HTTP Request,200,OK,Thread Group 1-21,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147487,4,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147487,4,HTTP Request,200,OK,Thread Group 1-21,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147491,4,HTTP Request,200,OK,Thread Group 1-20,text,true,,12603,118,3,3,http://127.0.0.1:9090/,4,0,0
1561733147491,4,HTTP Request,200,OK,Thread Group 1-21,text,true,,12603,118,2,2,http://127.0.0.1:9090/,4,0,0
1561733147495,5,HTTP Request,200,OK,Thread Group 1-22,text,true,,12604,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147495,5,HTTP Request,200,OK,Thread Group 1-21,text,true,,12603,118,2,2,http://127.0.0.1:9090/,5,0,0
1561733147500,3,HTTP Request,200,OK,Thread Group 1-22,text,true,,12602,118,2,2,http://127.0.0.1:9090/,3,0,0
